date,competition,season,stage,team,confederation,opponent,home_away,goals_for,goals_against,result,shots,shots_on_target,shots_off_target,possession_pct,corners,fouls,yellow_cards,red_cards,saves,offsides,passes,pass_accuracy_pct,xg,venue,referee,neutral,qualified_wc2026,elo_pre,opp_elo_pre,elo_win_prob,elo_post,elo_change
2022-06-09,CONCACAF Nations League,2022,Tournament/Friendly,Curaçao,CONCACAF,Canada,away,0,4,L,,,,,,,,,,,,,,"Vancouver, Canada",,False,True,1550.3,1920.4,0.0626,1545.6,-4.7
2022-09-24,Friendly,2022,Tournament/Friendly,Curaçao,CONCACAF,Indonesia,away,2,3,L,,,,,,,,,,,,,,"Bandung, Indonesia",,False,True,1545.6,1398.4,0.5675,1534.2,-11.4
2022-09-27,Friendly,2022,Tournament/Friendly,Curaçao,CONCACAF,Indonesia,away,1,2,L,,,,,,,,,,,,,,"Cibinong, Indonesia",,False,True,1534.2,1409.7,0.5352,1523.5,-10.7
2023-03-25,CONCACAF Nations League,2023,Tournament/Friendly,Curaçao,CONCACAF,Canada,home,0,2,L,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1523.5,1818.2,0.2459,1508.8,-14.8
2023-03-28,Friendly,2023,Tournament/Friendly,Curaçao,CONCACAF,Argentina,away,0,7,L,,,,,,,,,,,,,,"Santiago del Estero, Argentina",,False,True,1508.8,2202.9,0.0102,1508.3,-0.5
2023-06-13,Friendly,2023,Tournament/Friendly,Curaçao,CONCACAF,Costa Rica,neutral,0,0,D,,,,,,,,,,,,,,"Fort Lauderdale, United States",,True,True,1508.3,1824.0,0.1397,1515.5,7.2
2023-06-16,Gold Cup qualification,2023,Qualification,Curaçao,CONCACAF,Saint Kitts and Nevis,neutral,1,1,D,,,,,,,,,,,,,,"Fort Lauderdale, United States",,True,True,1515.5,1389.0,0.6744,1508.5,-7.0
2023-09-07,CONCACAF Nations League,2023,Tournament/Friendly,Curaçao,CONCACAF,Trinidad and Tobago,away,0,1,L,,,,,,,,,,,,,,"Port of Spain, Trinidad and Tobago",,False,True,1508.5,1543.0,0.3156,1495.9,-12.6
2023-09-10,CONCACAF Nations League,2023,Tournament/Friendly,Curaçao,CONCACAF,Martinique,away,0,1,L,,,,,,,,,,,,,,"Fort-de-France, Martinique",,False,True,1495.9,1540.8,0.3027,1483.8,-12.1
2023-10-13,CONCACAF Nations League,2023,Tournament/Friendly,Curaçao,CONCACAF,Panama,home,1,2,L,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1483.8,1824.1,0.2005,1475.8,-8.0
2023-10-17,CONCACAF Nations League,2023,Tournament/Friendly,Curaçao,CONCACAF,Trinidad and Tobago,home,5,3,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1475.8,1601.3,0.4633,1508.0,32.2
2023-11-16,Friendly,2023,Tournament/Friendly,Curaçao,CONCACAF,El Salvador,home,1,1,D,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1508.0,1529.4,0.6112,1505.7,-2.2
2023-11-20,Friendly,2023,Tournament/Friendly,Curaçao,CONCACAF,El Salvador,home,1,1,D,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1505.7,1531.6,0.6051,1503.6,-2.1
2024-06-05,FIFA World Cup qualification,2024,Qualification,Curaçao,CONCACAF,Barbados,home,4,1,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1503.6,1137.4,0.9361,1508.1,4.5
2024-06-08,FIFA World Cup qualification,2024,Qualification,Curaçao,CONCACAF,Aruba,away,2,0,W,,,,,,,,,,,,,,"Oranjestad, Aruba",,False,True,1508.1,1235.9,0.7294,1524.4,16.2
2024-09-06,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Saint Lucia,neutral,1,2,L,,,,,,,,,,,,,,"St. George's, Grenada",,True,True,1524.4,1328.7,0.7552,1494.1,-30.2
2024-09-09,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Saint Martin,neutral,4,0,W,,,,,,,,,,,,,,"St. George's, Grenada",,True,True,1494.1,1230.3,0.8203,1507.6,13.5
2024-10-11,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Grenada,neutral,0,0,D,,,,,,,,,,,,,,"Gros Islet, Saint Lucia",,True,True,1507.6,1253.9,0.8116,1495.2,-12.5
2024-10-14,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Grenada,neutral,1,0,W,,,,,,,,,,,,,,"Gros Islet, Saint Lucia",,True,True,1495.2,1266.3,0.7887,1503.6,8.5
2024-11-15,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Saint Martin,home,5,0,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1503.6,1272.0,0.8709,1513.9,10.3
2024-11-18,CONCACAF Nations League,2024,Tournament/Friendly,Curaçao,CONCACAF,Saint Lucia,away,4,1,W,,,,,,,,,,,,,,"Gros Islet, Saint Lucia",,False,True,1513.9,1280.0,0.6837,1536.1,22.1
2025-03-19,Friendly,2025,Tournament/Friendly,Curaçao,CONCACAF,Kazakhstan,neutral,0,2,L,,,,,,,,,,,,,,"Antalya, Turkey",,True,True,1536.1,1486.0,0.5715,1518.9,-17.1
2025-06-06,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Saint Lucia,home,4,0,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1518.9,1257.9,0.8888,1527.3,8.3
2025-06-10,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Haiti,neutral,5,1,W,,,,,,,,,,,,,,"Oranjestad, Aruba",,True,True,1527.3,1729.1,0.2383,1584.4,57.1
2025-06-17,Gold Cup,2025,Tournament/Friendly,Curaçao,CONCACAF,El Salvador,neutral,0,0,D,,,,,,,,,,,,,,"San Jose, United States",,True,True,1584.4,1540.3,0.5631,1581.2,-3.2
2025-06-21,Gold Cup,2025,Tournament/Friendly,Curaçao,CONCACAF,Canada,neutral,1,1,D,,,,,,,,,,,,,,"Houston, United States",,True,True,1581.2,1905.9,0.1336,1599.6,18.3
2025-06-24,Gold Cup,2025,Tournament/Friendly,Curaçao,CONCACAF,Honduras,neutral,1,2,L,,,,,,,,,,,,,,"San Jose, United States",,True,True,1599.6,1704.5,0.3534,1581.9,-17.7
2025-09-05,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Trinidad and Tobago,away,0,0,D,,,,,,,,,,,,,,"Port of Spain, Trinidad and Tobago",,False,True,1581.9,1564.0,0.384,1586.5,4.6
2025-09-09,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Bermuda,home,3,2,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1586.5,1347.7,0.8755,1591.5,5.0
2025-10-10,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Jamaica,home,2,0,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1591.5,1711.1,0.4719,1623.2,31.7
2025-10-14,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Trinidad and Tobago,home,1,1,D,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1623.2,1572.1,0.7047,1615.0,-8.2
2025-11-13,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Bermuda,away,7,0,W,,,,,,,,,,,,,,"Devonshire Parish, Bermuda",,False,True,1615.0,1313.0,0.7618,1636.4,21.4
2025-11-18,FIFA World Cup qualification,2025,Qualification,Curaçao,CONCACAF,Jamaica,away,0,0,D,,,,,,,,,,,,,,"Kingston, Jamaica",,False,True,1636.4,1684.1,0.2995,1644.5,8.0
2026-03-27,FIFA Series,2026,Tournament/Friendly,Curaçao,CONCACAF,China,neutral,0,2,L,,,,,,,,,,,,,,"Sydney, Australia",,True,True,1644.5,1533.8,0.6541,1624.8,-19.6
2026-03-31,FIFA Series,2026,Tournament/Friendly,Curaçao,CONCACAF,Australia,away,1,5,L,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1624.8,1899.8,0.1035,1621.0,-3.9
2026-05-30,Friendly,2026,Tournament/Friendly,Curaçao,CONCACAF,Scotland,away,1,4,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1621.0,1822.1,0.1501,1615.7,-5.3
2026-06-06,Friendly,2026,Tournament/Friendly,Curaçao,CONCACAF,Aruba,home,4,0,W,,,,,,,,,,,,,,"Willemstad, Curaçao",,False,True,1615.7,1192.9,0.953,1617.5,1.8
2022-03-24,FIFA World Cup qualification,2022,Qualification,Czech Republic,UEFA,Sweden,away,0,1,L,,,,,,,,,,,,,,"Stockholm, Sweden",,False,True,1876.5,1868.5,0.3707,1861.7,-14.8
2022-03-29,Friendly,2022,Tournament/Friendly,Czech Republic,UEFA,Wales,away,1,1,D,,,,,,,,,,,,,,"Cardiff, Wales",,False,True,1861.7,1887.1,0.327,1865.2,3.5
2022-06-02,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Switzerland,home,2,1,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1865.2,1984.9,0.4716,1886.3,21.1
2022-06-05,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Spain,home,2,2,D,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1886.3,2076.0,0.3738,1891.4,5.0
2022-06-09,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Portugal,away,0,2,L,,,,,,,,,,,,,,"Lisbon, Portugal",,False,True,1891.4,2057.6,0.1776,1880.7,-10.7
2022-06-12,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Spain,away,0,2,L,,,,,,,,,,,,,,"Málaga, Spain",,False,True,1880.7,2089.4,0.1447,1872.0,-8.7
2022-09-24,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Portugal,home,0,4,L,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1872.0,2045.8,0.3955,1842.4,-29.7
2022-09-27,UEFA Nations League,2022,Tournament/Friendly,Czech Republic,UEFA,Switzerland,away,1,2,L,,,,,,,,,,,,,,"St. Gallen, Switzerland",,False,True,1842.4,1980.0,0.203,1834.2,-8.1
2022-11-16,Friendly,2022,Tournament/Friendly,Czech Republic,UEFA,Faroe Islands,home,5,0,W,,,,,,,,,,,,,,"Olomouc, Czech Republic",,False,True,1834.2,1347.8,0.9669,1835.6,1.3
2022-11-19,Friendly,2022,Tournament/Friendly,Czech Republic,UEFA,Turkey,away,1,2,L,,,,,,,,,,,,,,"Gaziantep, Turkey",,False,True,1835.6,1747.5,0.4829,1825.9,-9.7
2023-03-24,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Poland,home,3,1,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1825.9,1860.0,0.5937,1850.3,24.4
2023-03-27,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Moldova,away,0,0,D,,,,,,,,,,,,,,"Chișinău, Moldova",,False,True,1850.3,1280.4,0.9373,1832.8,-17.5
2023-06-17,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Faroe Islands,away,3,0,W,,,,,,,,,,,,,,"Tórshavn, Faroe Islands",,False,True,1832.8,1353.0,0.899,1839.9,7.1
2023-06-20,Friendly,2023,Tournament/Friendly,Czech Republic,UEFA,Montenegro,away,4,1,W,,,,,,,,,,,,,,"Podgorica, Montenegro",,False,True,1839.9,1606.6,0.6828,1851.0,11.1
2023-09-07,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Albania,home,1,1,D,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1851.0,1608.7,0.8776,1835.9,-15.1
2023-09-10,Friendly,2023,Tournament/Friendly,Czech Republic,UEFA,Hungary,away,1,1,D,,,,,,,,,,,,,,"Budapest, Hungary",,False,True,1835.9,1900.0,0.2799,1840.3,4.4
2023-10-12,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Albania,away,0,3,L,,,,,,,,,,,,,,"Tirana, Albania",,False,True,1840.3,1661.7,0.6112,1797.5,-42.8
2023-10-15,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Faroe Islands,home,1,0,W,,,,,,,,,,,,,,"Plzeň, Czech Republic",,False,True,1797.5,1294.7,0.9698,1798.7,1.2
2023-11-17,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Poland,away,1,1,D,,,,,,,,,,,,,,"Warsaw, Poland",,False,True,1798.7,1767.1,0.4029,1802.6,3.9
2023-11-20,UEFA Euro qualification,2023,Qualification,Czech Republic,UEFA,Moldova,home,3,0,W,,,,,,,,,,,,,,"Olomouc, Czech Republic",,False,True,1802.6,1391.9,0.9498,1806.1,3.5
2024-03-22,Friendly,2024,Tournament/Friendly,Czech Republic,UEFA,Norway,away,2,1,W,,,,,,,,,,,,,,"Oslo, Norway",,False,True,1806.1,1795.9,0.3735,1818.6,12.5
2024-03-26,Friendly,2024,Tournament/Friendly,Czech Republic,UEFA,Armenia,home,2,1,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1818.6,1509.4,0.9134,1820.3,1.7
2024-06-07,Friendly,2024,Tournament/Friendly,Czech Republic,UEFA,Malta,neutral,7,1,W,,,,,,,,,,,,,,"Grödig, Austria",,True,True,1820.3,1310.7,0.9495,1822.5,2.1
2024-06-10,Friendly,2024,Tournament/Friendly,Czech Republic,UEFA,North Macedonia,home,2,1,W,,,,,,,,,,,,,,"Hradec Králové, Czech Republic",,False,True,1822.5,1603.3,0.8627,1825.2,2.7
2024-06-18,UEFA Euro,2024,Tournament/Friendly,Czech Republic,UEFA,Portugal,neutral,1,2,L,,,,,,,,,,,,,,"Leipzig, Germany",,True,True,1825.2,2057.6,0.208,1814.8,-10.4
2024-06-22,UEFA Euro,2024,Tournament/Friendly,Czech Republic,UEFA,Georgia,neutral,1,1,D,,,,,,,,,,,,,,"Hamburg, Germany",,True,True,1814.8,1692.9,0.6686,1806.4,-8.4
2024-06-26,UEFA Euro,2024,Tournament/Friendly,Czech Republic,UEFA,Turkey,neutral,1,2,L,,,,,,,,,,,,,,"Hamburg, Germany",,True,True,1806.4,1811.1,0.4932,1781.8,-24.7
2024-09-07,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Georgia,away,1,4,L,,,,,,,,,,,,,,"Tbilisi, Georgia",,False,True,1781.8,1759.3,0.3901,1754.4,-27.3
2024-09-10,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Ukraine,home,3,2,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1754.4,1834.6,0.5285,1773.3,18.9
2024-10-11,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Albania,home,2,0,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1773.3,1688.9,0.743,1788.7,15.4
2024-10-14,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Ukraine,neutral,1,1,D,,,,,,,,,,,,,,"Wrocław, Poland",,True,True,1788.7,1835.3,0.4333,1791.4,2.7
2024-11-16,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Albania,away,0,0,D,,,,,,,,,,,,,,"Tirana, Albania",,False,True,1791.4,1704.5,0.4812,1792.1,0.8
2024-11-19,UEFA Nations League,2024,Tournament/Friendly,Czech Republic,UEFA,Georgia,home,2,1,W,,,,,,,,,,,,,,"Olomouc, Czech Republic",,False,True,1792.1,1756.0,0.6864,1804.7,12.5
2025-03-22,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Faroe Islands,home,2,1,W,,,,,,,,,,,,,,"Hradec Králové, Czech Republic",,False,True,1804.7,1327.3,0.9652,1806.1,1.4
2025-03-25,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Gibraltar,neutral,4,0,W,,,,,,,,,,,,,,"Faro-Loulé, Portugal",,True,True,1806.1,1142.8,0.9785,1807.7,1.6
2025-06-06,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Montenegro,home,2,0,W,,,,,,,,,,,,,,"Plzeň, Czech Republic",,False,True,1807.7,1578.4,0.8694,1815.5,7.8
2025-06-09,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Croatia,away,1,5,L,,,,,,,,,,,,,,"Osijek, Croatia",,False,True,1815.5,1963.7,0.1933,1801.0,-14.5
2025-09-05,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Montenegro,away,2,0,W,,,,,,,,,,,,,,"Podgorica, Montenegro",,False,True,1801.0,1564.6,0.6868,1819.8,18.8
2025-09-08,Friendly,2025,Tournament/Friendly,Czech Republic,UEFA,Saudi Arabia,home,1,1,D,,,,,,,,,,,,,,"Hradec Králové, Czech Republic",,False,True,1819.8,1699.8,0.7802,1814.2,-5.6
2025-10-09,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Croatia,home,0,0,D,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1814.2,1983.1,0.4021,1818.1,3.9
2025-10-12,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Faroe Islands,away,1,2,L,,,,,,,,,,,,,,"Tórshavn, Faroe Islands",,False,True,1818.1,1388.4,0.8697,1783.3,-34.8
2025-11-13,Friendly,2025,Tournament/Friendly,Czech Republic,UEFA,San Marino,home,1,0,W,,,,,,,,,,,,,,"Karviná, Czech Republic",,False,True,1783.3,912.8,0.9963,1783.4,0.1
2025-11-17,FIFA World Cup qualification,2025,Qualification,Czech Republic,UEFA,Gibraltar,home,6,0,W,,,,,,,,,,,,,,"Olomouc, Czech Republic",,False,True,1783.4,1107.9,0.9886,1784.4,1.0
2026-03-26,FIFA World Cup qualification,2026,Qualification,Czech Republic,UEFA,Republic of Ireland,home,2,2,D,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1784.4,1743.3,0.6926,1776.7,-7.7
2026-03-31,FIFA World Cup qualification,2026,Qualification,Czech Republic,UEFA,Denmark,home,2,2,D,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1776.7,1927.0,0.4281,1779.6,2.9
2026-05-31,Friendly,2026,Tournament/Friendly,Czech Republic,UEFA,Kosovo,home,2,1,W,,,,,,,,,,,,,,"Prague, Czech Republic",,False,True,1779.6,1775.4,0.6455,1786.6,7.1
2026-06-04,Friendly,2026,Tournament/Friendly,Czech Republic,UEFA,Guatemala,neutral,5,1,W,,,,,,,,,,,,,,"Harrison, United States",,True,True,1786.6,1663.5,0.6702,1799.0,12.4
2022-02-01,Friendly,2022,Tournament/Friendly,DR Congo,CAF,Bahrain,away,0,1,L,,,,,,,,,,,,,,"Riffa, Bahrain",,False,True,1618.5,1640.8,0.3309,1611.9,-6.6
2022-03-25,FIFA World Cup qualification,2022,Qualification,DR Congo,CAF,Morocco,home,1,1,D,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1611.9,1828.9,0.3377,1618.4,6.5
2022-03-29,FIFA World Cup qualification,2022,Qualification,DR Congo,CAF,Morocco,away,1,4,L,,,,,,,,,,,,,,"Casablanca, Morocco",,False,True,1618.4,1822.4,0.148,1608.0,-10.4
2022-06-04,African Cup of Nations qualification,2022,Qualification,DR Congo,CAF,Gabon,home,0,1,L,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1608.0,1560.2,0.7007,1580.0,-28.0
2022-06-08,African Cup of Nations qualification,2022,Qualification,DR Congo,CAF,Sudan,away,1,2,L,,,,,,,,,,,,,,"Omdurman, Sudan",,False,True,1580.0,1388.4,0.6288,1554.8,-25.2
2022-09-23,Friendly,2022,Tournament/Friendly,DR Congo,CAF,Burkina Faso,neutral,0,1,L,,,,,,,,,,,,,,"Casablanca, Morocco",,True,True,1554.8,1687.9,0.3173,1548.5,-6.3
2022-09-27,Friendly,2022,Tournament/Friendly,DR Congo,CAF,Sierra Leone,neutral,3,0,W,,,,,,,,,,,,,,"Casablanca, Morocco",,True,True,1548.5,1481.9,0.5946,1562.7,14.2
2023-03-24,African Cup of Nations qualification,2023,Qualification,DR Congo,CAF,Mauritania,neutral,3,1,W,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1562.7,1498.7,0.591,1587.2,24.5
2023-03-28,African Cup of Nations qualification,2023,Qualification,DR Congo,CAF,Mauritania,away,1,1,D,,,,,,,,,,,,,,"Nouakchott, Mauritania",,False,True,1587.2,1474.2,0.5188,1586.4,-0.8
2023-06-14,Friendly,2023,Tournament/Friendly,DR Congo,CAF,Uganda,neutral,1,0,W,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1586.4,1510.8,0.6072,1594.3,7.9
2023-06-18,African Cup of Nations qualification,2023,Qualification,DR Congo,CAF,Gabon,away,2,0,W,,,,,,,,,,,,,,"Franceville, Gabon",,False,True,1594.3,1576.3,0.3842,1631.3,36.9
2023-09-09,African Cup of Nations qualification,2023,Qualification,DR Congo,CAF,Sudan,home,2,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1631.3,1400.9,0.8701,1639.0,7.8
2023-09-12,Friendly,2023,Tournament/Friendly,DR Congo,CAF,South Africa,away,0,1,L,,,,,,,,,,,,,,"Johannesburg, South Africa",,False,True,1639.0,1635.8,0.3643,1631.8,-7.3
2023-10-13,Friendly,2023,Tournament/Friendly,DR Congo,CAF,New Zealand,neutral,1,1,D,,,,,,,,,,,,,,"Murcia, Spain",,True,True,1631.8,1715.7,0.3815,1634.1,2.4
2023-10-17,Friendly,2023,Tournament/Friendly,DR Congo,CAF,Angola,neutral,0,0,D,,,,,,,,,,,,,,"Setúbal, Portugal",,True,True,1634.1,1497.5,0.6871,1630.4,-3.7
2023-11-15,FIFA World Cup qualification,2023,Qualification,DR Congo,CAF,Mauritania,home,2,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1630.4,1522.1,0.7683,1644.3,13.9
2023-11-19,FIFA World Cup qualification,2023,Qualification,DR Congo,CAF,Sudan,neutral,0,1,L,,,,,,,,,,,,,,"Benghazi, Libya",,True,True,1644.3,1407.9,0.7959,1612.5,-31.8
2024-01-06,Friendly,2024,Tournament/Friendly,DR Congo,CAF,Angola,neutral,0,0,D,,,,,,,,,,,,,,"Dubai, United Arab Emirates",,True,True,1612.5,1501.0,0.6551,1609.4,-3.1
2024-01-10,Friendly,2024,Tournament/Friendly,DR Congo,CAF,Burkina Faso,neutral,1,2,L,,,,,,,,,,,,,,"Abu Dhabi, United Arab Emirates",,True,True,1609.4,1671.4,0.4117,1601.1,-8.2
2024-01-17,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Zambia,neutral,1,1,D,,,,,,,,,,,,,,"San-Pédro, Ivory Coast",,True,True,1601.1,1611.1,0.4856,1601.8,0.7
2024-01-21,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Morocco,neutral,1,1,D,,,,,,,,,,,,,,"San-Pédro, Ivory Coast",,True,True,1601.8,1936.7,0.127,1620.5,18.6
2024-01-24,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Tanzania,neutral,0,0,D,,,,,,,,,,,,,,"Korhogo, Ivory Coast",,True,True,1620.5,1467.1,0.7075,1610.1,-10.4
2024-01-28,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Egypt,neutral,1,1,D,,,,,,,,,,,,,,"San-Pédro, Ivory Coast",,True,True,1610.1,1757.9,0.2993,1620.2,10.0
2024-02-02,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Guinea,neutral,3,1,W,,,,,,,,,,,,,,"Ebimpé, Ivory Coast",,True,True,1620.2,1610.0,0.5146,1656.6,36.4
2024-02-07,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,Ivory Coast,away,0,1,L,,,,,,,,,,,,,,"Ebimpé, Ivory Coast",,False,True,1656.6,1686.1,0.3218,1640.5,-16.1
2024-02-10,African Cup of Nations,2024,Tournament/Friendly,DR Congo,CAF,South Africa,neutral,0,0,D,,,,,,,,,,,,,,"Abidjan, Ivory Coast",,True,True,1640.5,1703.2,0.4107,1644.9,4.5
2024-06-06,FIFA World Cup qualification,2024,Qualification,DR Congo,CAF,Senegal,away,1,1,D,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1644.9,1886.3,0.1229,1660.0,15.1
2024-06-09,FIFA World Cup qualification,2024,Qualification,DR Congo,CAF,Togo,home,1,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1660.0,1492.0,0.8239,1667.1,7.0
2024-09-06,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Guinea,home,1,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1667.1,1601.4,0.7218,1678.2,11.1
2024-09-09,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Ethiopia,neutral,2,0,W,,,,,,,,,,,,,,"Dar es Salaam, Tanzania",,True,True,1678.2,1422.7,0.8132,1689.4,11.2
2024-10-10,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Tanzania,home,1,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1689.4,1521.1,0.8241,1696.4,7.0
2024-10-15,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Tanzania,away,2,0,W,,,,,,,,,,,,,,"Dar es Salaam, Tanzania",,False,True,1696.4,1514.0,0.6164,1719.4,23.0
2024-11-16,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Guinea,neutral,0,1,L,,,,,,,,,,,,,,"Abidjan, Ivory Coast",,True,True,1719.4,1602.7,0.662,1693.0,-26.5
2024-11-19,African Cup of Nations qualification,2024,Qualification,DR Congo,CAF,Ethiopia,home,1,2,L,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1693.0,1353.5,0.9262,1655.9,-37.0
2025-03-21,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,South Sudan,home,1,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1655.9,1261.0,0.9453,1658.1,2.2
2025-03-25,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,Mauritania,away,2,0,W,,,,,,,,,,,,,,"Nouadhibou, Mauritania",,False,True,1658.1,1480.2,0.6103,1681.5,23.4
2025-06-05,Friendly,2025,Tournament/Friendly,DR Congo,CAF,Mali,neutral,1,0,W,,,,,,,,,,,,,,"Orléans, France",,True,True,1681.5,1717.5,0.4484,1692.5,11.0
2025-06-08,Friendly,2025,Tournament/Friendly,DR Congo,CAF,Madagascar,neutral,3,1,W,,,,,,,,,,,,,,"Orléans, France",,True,True,1692.5,1426.0,0.8226,1697.8,5.3
2025-09-05,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,South Sudan,away,4,1,W,,,,,,,,,,,,,,"Juba, South Sudan",,False,True,1697.8,1272.1,0.8671,1707.2,9.3
2025-09-09,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,Senegal,home,2,3,L,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1707.2,1899.7,0.3698,1692.4,-14.8
2025-10-10,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,Togo,away,1,0,W,,,,,,,,,,,,,,"Lomé, Togo",,False,True,1692.4,1475.3,0.6624,1705.9,13.5
2025-10-14,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,Sudan,home,1,0,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1705.9,1499.7,0.8535,1711.7,5.9
2025-11-13,FIFA World Cup qualification,2025,Qualification,DR Congo,CAF,Cameroon,neutral,1,0,W,,,,,,,,,,,,,,"Rabat, Morocco",,True,True,1711.7,1681.3,0.5436,1730.0,18.3
